"country","iso_code","year","cases_total","deaths_total"
"Nigeria","NGA",1989,1078,61
"Nigeria","NGA",1991,59478,7654
"Nigeria","NGA",1992,8687,686
"Nigeria","NGA",1993,4160,266
"Nigeria","NGA",1994,2859,313
"Nigeria","NGA",1995,1059,87
"Nigeria","NGA",1996,12374,1193
"Nigeria","NGA",1997,1322,134
"Nigeria","NGA",1998,3464,187
"Nigeria","NGA",1999,26358,2085
"Nigeria","NGA",2000,2799,43
"Nigeria","NGA",2001,2312,119
"Nigeria","NGA",2002,5429,154
"Nigeria","NGA",2003,1933,87
"Nigeria","NGA",2004,3186,185
"Nigeria","NGA",2005,4477,174
"Nigeria","NGA",2006,2028,127
"Nigeria","NGA",2007,1661,48
"Nigeria","NGA",2008,5410,247
"Nigeria","NGA",2009,13691,431
"Nigeria","NGA",2010,44456,1712
"Nigeria","NGA",2011,23377,742
"Nigeria","NGA",2012,597,18
"Nigeria","NGA",2013,6600,229
"Nigeria","NGA",2014,35996,755
"Nigeria","NGA",2015,5290,186
"Nigeria","NGA",2016,768,32
"Nigeria","NGA",2017,12174,288
"Nigeria","NGA",2018,45037,836
"Nigeria","NGA",2019,2486,43
"Nigeria","NGA",2020,596,47
"Nigeria","NGA",2021,111062,3604
"Rwanda","RWA",1978,838,48
"Rwanda","RWA",1979,5,0
"Rwanda","RWA",1980,30,4
"Rwanda","RWA",1981,24,1
"Rwanda","RWA",1982,201,2
"Rwanda","RWA",1983,54,5
"Rwanda","RWA",1984,161,13
"Rwanda","RWA",1985,21,0
"Rwanda","RWA",1986,226,7
"Rwanda","RWA",1987,101,6
"Rwanda","RWA",1988,70,3
"Rwanda","RWA",1989,1,0
"Rwanda","RWA",1991,679,35
"Rwanda","RWA",1992,503,35
"Rwanda","RWA",1993,568,34
"Rwanda","RWA",1994,10,0
"Rwanda","RWA",1995,3,0
"Rwanda","RWA",1996,106,10
"Rwanda","RWA",1997,274,16
"Rwanda","RWA",1998,3220,74
"Rwanda","RWA",1999,327,49
"Rwanda","RWA",2000,1235,8
"Rwanda","RWA",2001,157,2
"Rwanda","RWA",2003,12,0
"Rwanda","RWA",2004,586,0
"Rwanda","RWA",2005,89,0
"Rwanda","RWA",2006,405,21
"Rwanda","RWA",2007,1453,21
"Rwanda","RWA",2008,23,0
"Rwanda","RWA",2009,67,0
"Rwanda","RWA",2012,9,0
"Rwanda","RWA",2016,355,0
"Rwanda","RWA",2021,74,0
"Sao Tome and Principe","STP",1989,3953,64
"Sao Tome and Principe","STP",1990,804,9
"Sao Tome and Principe","STP",1991,3,1
"Sao Tome and Principe","STP",2005,1966,33
"Sao Tome and Principe","STP",2006,926,9
"Sao Tome and Principe","STP",2007,90,0
"Sao Tome and Principe","STP",2008,119,4
"Senegal","SEN",1971,265,60
"Senegal","SEN",1972,379,37
"Senegal","SEN",1978,315,8
"Senegal","SEN",1979,103,3
"Senegal","SEN",1981,428,0
"Senegal","SEN",1984,728,94
"Senegal","SEN",1985,2988,474
"Senegal","SEN",1986,476,63
"Senegal","SEN",1987,3150,288
"Senegal","SEN",1988,390,1
"Senegal","SEN",1995,3332,160
"Senegal","SEN",1996,16107,765
"Senegal","SEN",1997,371,11
"Senegal","SEN",2004,1227,10
"Senegal","SEN",2005,31719,458
"Senegal","SEN",2006,365,10
"Senegal","SEN",2007,3984,24
"Senegal","SEN",2008,1283,20
"Senegal","SEN",2009,4,0
"Senegal","SEN",2010,3,0
"Senegal","SEN",2011,5,NA
"Senegal","SEN",2012,1,0
"Seychelles","SYC",2005,0,0
"Seychelles","SYC",2006,0,0
"Seychelles","SYC",2007,178,1
"Seychelles","SYC",2008,0,0
"Sierra Leone","SLE",1970,293,74
"Sierra Leone","SLE",1971,211,13
"Sierra Leone","SLE",1977,12,0
"Sierra Leone","SLE",1986,8957,669
"Sierra Leone","SLE",1987,557,30
"Sierra Leone","SLE",1994,9709,623
"Sierra Leone","SLE",1995,10285,447
"Sierra Leone","SLE",1998,2096,57
"Sierra Leone","SLE",1999,863,5
"Sierra Leone","SLE",2004,513,42
"Sierra Leone","SLE",2005,6,0
"Sierra Leone","SLE",2006,2560,99
"Sierra Leone","SLE",2007,2219,84
"Sierra Leone","SLE",2008,62,1
"Sierra Leone","SLE",2012,23124,299
"Sierra Leone","SLE",2013,377,32
"Somalia","SOM",1970,43,10
"Somalia","SOM",1971,89,10
"Somalia","SOM",1985,10199,1589
"Somalia","SOM",1986,15980,1945
"Somalia","SOM",1994,28334,1206
"Somalia","SOM",1995,9255,191
"Somalia","SOM",1996,10274,464
"Somalia","SOM",1997,6814,252
"Somalia","SOM",1998,4417,196
"Somalia","SOM",1999,17757,693
"Somalia","SOM",2000,7496,563
"Somalia","SOM",2001,2567,93
"Somalia","SOM",2002,2775,159
"Somalia","SOM",2003,11020,56
"Somalia","SOM",2004,4490,26
"Somalia","SOM",2007,41643,1182
"Somalia","SOM",2008,1281,16
"Somalia","SOM",2009,208,3
"Somalia","SOM",2010,3510,103
"Somalia","SOM",2011,77636,1130
"Somalia","SOM",2012,22576,200
"Somalia","SOM",2013,6864,140
"Somalia","SOM",2014,2820,NA
"Somalia","SOM",2015,7536,84
"Somalia","SOM",2016,15619,548
"Somalia","SOM",2017,75414,1004
"Somalia","SOM",2018,6761,45
"Somalia","SOM",2019,3100,4
"Somalia","SOM",2020,6414,44
"Somalia","SOM",2021,4342,32
"South Africa","ZAF",1973,1,0
"South Africa","ZAF",1974,37,0
"South Africa","ZAF",1979,2,0
"South Africa","ZAF",1980,859,16
"South Africa","ZAF",1981,4180,52
"South Africa","ZAF",1982,11968,224
"South Africa","ZAF",1983,4715,63
"South Africa","ZAF",1984,1182,20
"South Africa","ZAF",1985,2742,4
"South Africa","ZAF",1986,120,1
"South Africa","ZAF",1987,37,0
"South Africa","ZAF",1991,10,0
"South Africa","ZAF",1992,11,0
"South Africa","ZAF",1993,78,2
"South Africa","ZAF",1994,4,0
"South Africa","ZAF",1998,20,1
"South Africa","ZAF",1999,68,2
"South Africa","ZAF",2000,19667,68
"South Africa","ZAF",2001,106159,232
"South Africa","ZAF",2002,10004,32
"South Africa","ZAF",2003,3901,45
"South Africa","ZAF",2004,2767,35
"South Africa","ZAF",2005,3503,28
"South Africa","ZAF",2006,0,0
"South Africa","ZAF",2008,3907,22
"South Africa","ZAF",2009,10520,57
"South Africa","ZAF",2013,1,0
"South Sudan","SSD",2014,6421,167
"South Sudan","SSD",2015,1818,47
"South Sudan","SSD",2016,4295,82
"South Sudan","SSD",2017,16088,353
"Tanzania","TZA",1974,10,6
"Tanzania","TZA",1977,297,26
"Tanzania","TZA",1978,6608,733
"Tanzania","TZA",1979,2559,305
"Tanzania","TZA",1980,5196,587
"Tanzania","TZA",1981,4241,330
"Tanzania","TZA",1982,4071,324
"Tanzania","TZA",1983,1816,127
"Tanzania","TZA",1984,2600,338
"Tanzania","TZA",1985,1984,250
"Tanzania","TZA",1986,1231,215
"Tanzania","TZA",1987,1892,232
"Tanzania","TZA",1988,5267,580
"Tanzania","TZA",1989,2150,232
"Tanzania","TZA",1990,2230,81
"Tanzania","TZA",1991,5676,572
"Tanzania","TZA",1992,18526,2173
"Tanzania","TZA",1993,792,74
"Tanzania","TZA",1994,2240,155
"Tanzania","TZA",1995,2957,96
"Tanzania","TZA",1996,1464,36
"Tanzania","TZA",1997,40249,2231
"Tanzania","TZA",1998,14488,608
"Tanzania","TZA",1999,12266,584
"Tanzania","TZA",2000,4637,156
"Tanzania","TZA",2001,1300,52
"Tanzania","TZA",2002,11920,297
"Tanzania","TZA",2003,710,32
"Tanzania","TZA",2004,10319,272
"Tanzania","TZA",2005,2945,94
"Tanzania","TZA",2006,14297,254
"Tanzania","TZA",2007,1609,65
"Tanzania","TZA",2008,2911,88
"Tanzania","TZA",2009,7700,113
"Tanzania","TZA",2010,4469,59
"Tanzania","TZA",2011,942,11
"Tanzania","TZA",2012,286,4
"Tanzania","TZA",2013,270,17
"Tanzania","TZA",2015,11563,144
"Tanzania","TZA",2016,11360,172
"Tanzania","TZA",2017,4895,99
"Tanzania","TZA",2018,4777,84
"Tanzania","TZA",2021,54,0
"Togo","TGO",1970,75,3
"Togo","TGO",1971,335,26
"Togo","TGO",1972,16,0
"Togo","TGO",1974,58,8
"Togo","TGO",1977,132,12
"Togo","TGO",1978,6,6
"Togo","TGO",1988,1,0
"Togo","TGO",1991,2396,81
"Togo","TGO",1992,753,53
"Togo","TGO",1993,19,2
"Togo","TGO",1994,47,5
"Togo","TGO",1995,65,4
"Togo","TGO",1996,146,17
"Togo","TGO",1997,42,7
"Togo","TGO",1998,3217,221
"Togo","TGO",1999,667,31
"Togo","TGO",2000,338,23
"Togo","TGO",2001,2551,130
"Togo","TGO",2002,257,14
"Togo","TGO",2003,384,28
"Togo","TGO",2004,1080,33
"Togo","TGO",2005,1320,15
"Togo","TGO",2006,1159,25
"Togo","TGO",2007,65,1
"Togo","TGO",2008,397,3
"Togo","TGO",2009,218,1
"Togo","TGO",2010,72,3
"Togo","TGO",2011,4,0
"Togo","TGO",2012,61,1
"Togo","TGO",2013,166,4
"Togo","TGO",2014,262,11
"Togo","TGO",2015,35,1
"Togo","TGO",2020,67,2
"Togo","TGO",2021,40,5
"Uganda","UGA",1971,757,30
"Uganda","UGA",1975,3,0
"Uganda","UGA",1978,1120,110
"Uganda","UGA",1979,940,60
"Uganda","UGA",1980,1539,181
"Uganda","UGA",1982,190,48
"Uganda","UGA",1987,140,50
"Uganda","UGA",1991,279,28
"Uganda","UGA",1992,5072,104
"Uganda","UGA",1994,704,39
"Uganda","UGA",1995,538,66
"Uganda","UGA",1996,291,40
"Uganda","UGA",1997,2610,188
"Uganda","UGA",1998,49514,2064
"Uganda","UGA",1999,5179,228
"Uganda","UGA",2000,2807,172
"Uganda","UGA",2001,247,4
"Uganda","UGA",2002,2274,133
"Uganda","UGA",2003,4377,129
"Uganda","UGA",2004,3380,91
"Uganda","UGA",2005,4924,98
"Uganda","UGA",2006,5194,106
"Uganda","UGA",2007,276,3
"Uganda","UGA",2008,3726,120
"Uganda","UGA",2009,1095,23
"Uganda","UGA",2010,2341,78
"Uganda","UGA",2012,6326,135
"Uganda","UGA",2013,748,27
"Uganda","UGA",2014,309,9
"Uganda","UGA",2015,1461,33
"Uganda","UGA",2016,516,11
"Uganda","UGA",2017,252,0
"Uganda","UGA",2018,4440,90
"Uganda","UGA",2019,358,5
"Uganda","UGA",2020,1521,18
"Uganda","UGA",2021,173,0
"Zambia","ZMB",1978,263,36
"Zambia","ZMB",1979,12,11
"Zambia","ZMB",1980,57,17
"Zambia","ZMB",1981,14,0
"Zambia","ZMB",1982,1403,131
"Zambia","ZMB",1983,233,19
"Zambia","ZMB",1989,44,44
"Zambia","ZMB",1990,3717,315
"Zambia","ZMB",1991,13154,1091
"Zambia","ZMB",1992,11659,913
"Zambia","ZMB",1993,6766,426
"Zambia","ZMB",1996,2172,42
"Zambia","ZMB",1997,36,0
"Zambia","ZMB",1998,171,0
"Zambia","ZMB",1999,13511,535
"Zambia","ZMB",2000,4504,303
"Zambia","ZMB",2001,3109,165
"Zambia","ZMB",2002,339,12
"Zambia","ZMB",2003,1049,29
"Zambia","ZMB",2004,12149,373
"Zambia","ZMB",2005,1503,7
"Zambia","ZMB",2006,5360,183
"Zambia","ZMB",2007,2286,35
"Zambia","ZMB",2008,2061,39
"Zambia","ZMB",2009,4712,80
"Zambia","ZMB",2010,6794,62
"Zambia","ZMB",2011,330,7
"Zambia","ZMB",2012,198,2
"Zambia","ZMB",2017,1794,57
"Zambia","ZMB",2018,4082,74
"Zambia","ZMB",2019,447,9
"Zimbabwe","ZWE",1973,1,NA
"Zimbabwe","ZWE",1974,37,0
"Zimbabwe","ZWE",1975,615,33
"Zimbabwe","ZWE",1976,144,9
"Zimbabwe","ZWE",1985,144,6
"Zimbabwe","ZWE",1986,2,NA
"Zimbabwe","ZWE",1992,2048,105
"Zimbabwe","ZWE",1993,5385,332
"Zimbabwe","ZWE",1998,995,44
"Zimbabwe","ZWE",1999,5637,385
"Zimbabwe","ZWE",2000,1675,223
"Zimbabwe","ZWE",2001,650,14
"Zimbabwe","ZWE",2002,3125,192
"Zimbabwe","ZWE",2003,1009,35
"Zimbabwe","ZWE",2004,119,9
"Zimbabwe","ZWE",2005,516,26
"Zimbabwe","ZWE",2006,789,61
"Zimbabwe","ZWE",2007,65,4
"Zimbabwe","ZWE",2008,60055,2928
"Zimbabwe","ZWE",2009,68153,2706
"Zimbabwe","ZWE",2010,951,21
"Zimbabwe","ZWE",2011,1220,2
"Zimbabwe","ZWE",2012,23,1
"Zimbabwe","ZWE",2015,60,0
"Zimbabwe","ZWE",2016,10,1
"Zimbabwe","ZWE",2018,10692,65
"Zimbabwe","ZWE",2019,61,3
"Benin","BEN",2022,433,2
"Burkina Faso","BFA",2022,4,0
"Burundi","BDI",2022,25,0
"Cameroon","CMR",2022,14431,279
"Democratic Republic of Congo","COD",2022,18961,298
"Ethiopia","ETH",2022,846,27
"Kenya","KEN",2022,3525,64
"Liberia","LBR",2022,367,0
"Malawi","MWI",2022,17488,576
"Mozambique","MOZ",2022,4378,22
"Nigeria","NGA",2022,23839,597
"Rwanda","RWA",2022,24,0
"Somalia","SOM",2022,15653,88
"South Africa","ZAF",2022,1,0
"South Sudan","SSD",2022,424,1
"Zambia","ZMB",2022,34,0
"Zimbabwe","ZWE",2022,4,1
"Burundi","BDI",2023,1348,9
"Cameroon","CMR",2023,6477,209
"Congo","COG",2023,69,5
"Democratic Republic of Congo","COD",2023,51970,437
"Eswatini","SWZ",2023,2,0
"Ethiopia","ETH",2023,30463,413
"Kenya","KEN",2023,8926,145
"Malawi","MWI",2023,41219,1179
"Mozambique","MOZ",2023,39908,156
"Nigeria","NGA",2023,3683,128
"South Africa","ZAF",2023,1391,47
"South Sudan","SSD",2023,1471,2
"Togo","TGO",2023,1,0
"Uganda","UGA",2023,80,10
"Tanzania","TZA",2023,1068,23
"Zambia","ZMB",2023,4095,117
"Zimbabwe","ZWE",2023,14517,320
"Burundi","BDI",2024,737,3
"Cameroon","CMR",2024,49,0
"Comoros","COM",2024,10342,149
"Democratic Republic of Congo","COD",2024,20964,274
"Ethiopia","ETH",2024,22889,205
"Kenya","KEN",2024,432,4
"Malawi","MWI",2024,252,1
"Mozambique","MOZ",2024,8132,18
"Nigeria","NGA",2024,6428,185
"South Africa","ZAF",2024,11,0
"Togo","TGO",2024,5,1
"Uganda","UGA",2024,89,5
"Tanzania","TZA",2024,4331,73
"Zambia","ZMB",2024,20219,637
"Zimbabwe","ZWE",2024,20033,399
